2411,18.05.21,?,2,12,17,22,39,43
2412,19.05.21,?,1,12,16,17,39,40
2413,20.05.21,?,2,18,27,34,35,36
2414,21.05.21,?,1,25,26,29,39,42
2415,22.05.21,?,3,7,9,13,17,31
2416,23.05.21,?,2,3,4,13,26,40
2417,24.05.21,?,1,10,13,28,36,37
2418,25.05.21,?,2,11,15,20,21,31
2419,26.05.21,?,4,4,12,23,33,45
2420,27.05.21,?,2,2,4,10,39,40
2421,28.05.21,?,3,10,11,26,38,43
2422,29.05.21,?,3,2,3,10,19,23
2423,30.05.21,?,2,16,17,20,27,43
2424,31.05.21,?,3,23,24,30,42,43
2425,01.06.21,?,3,8,21,23,29,43
2426,02.06.21,?,3,8,26,32,42,44
2427,03.06.21,?,3,3,13,17,18,37
2428,04.06.21,?,1,10,27,32,37,45
2429,05.06.21,?,1,16,17,25,41,44
2430,06.06.21,?,1,3,16,32,33,34
2431,07.06.21,?,3,6,9,10,38,40
2432,08.06.21,?,1,2,4,30,31,44
2433,09.06.21,?,2,9,22,23,30,37
2434,10.06.21,?,1,8,13,20,21,31
2435,11.06.21,?,3,8,15,20,22,25
2436,12.06.21,?,4,2,21,25,29,40
2437,13.06.21,?,2,7,15,18,41,45
2438,14.06.21,?,2,16,18,34,37,40
2439,15.06.21,?,2,19,20,33,41,45
2440,16.06.21,?,3,1,3,10,18,39
2441,17.06.21,?,2,21,25,26,31,33
2442,18.06.21,?,3,4,6,30,37,43
2443,19.06.21,?,3,7,8,17,20,34
2444,20.06.21,?,4,1,2,21,32,44
2445,21.06.21,?,1,2,7,10,43,44
2446,22.06.21,?,2,10,14,31,32,42
2447,23.06.21,?,1,5,7,8,24,26
2448,24.06.21,?,4,5,20,23,33,43
2449,25.06.21,?,1,7,8,20,25,34
2450,26.06.21,?,4,13,22,25,28,30
2451,27.06.21,?,3,3,12,15,16,30
2452,28.06.21,?,3,7,19,26,29,39
2453,29.06.21,?,2,7,9,14,28,33
2454,30.06.21,?,1,4,20,21,22,44
2455,01.07.21,?,1,15,21,25,37,39
2456,02.07.21,?,4,8,17,25,26,28
2457,03.07.21,?,3,3,15,19,37,41
2458,04.07.21,?,2,11,18,21,36,45
2459,05.07.21,?,1,22,29,30,39,44
2460,06.07.21,?,4,12,16,27,35,38
2461,07.07.21,?,1,2,17,18,38,41
2462,08.07.21,?,2,3,5,10,13,27
2463,09.07.21,?,1,4,7,33,35,43
2464,10.07.21,?,4,3,11,13,30,34
2465,11.07.21,?,3,4,22,31,40,42
2466,12.07.21,?,1,7,11,23,31,38
2467,13.07.21,?,2,3,31,34,41,42
2468,14.07.21,?,3,1,3,24,30,36
2469,15.07.21,?,1,2,5,28,30,45
2470,16.07.21,?,2,3,14,15,27,45
2471,17.07.21,?,1,3,5,28,32,40
2472,18.07.21,?,3,4,27,33,39,42
2473,19.07.21,?,3,6,18,20,37,45
2474,20.07.21,?,3,11,21,26,38,39
2475,21.07.21,?,3,4,21,25,37,40
2476,22.07.21,?,4,8,24,31,35,39
2477,23.07.21,?,1,14,31,32,33,43
2478,24.07.21,?,1,6,25,28,42,43
2479,25.07.21,?,4,1,2,10,29,36
2480,26.07.21,?,4,6,24,26,28,40
2481,27.07.21,?,3,1,8,13,15,17
2482,28.07.21,?,1,1,3,28,29,41
2483,29.07.21,?,2,5,20,24,27,42
2484,30.07.21,?,4,2,4,9,22,30
2485,31.07.21,?,2,1,20,28,34,39
2486,01.08.21,?,3,3,8,13,26,43
2487,02.08.21,?,3,2,12,23,28,43
2488,03.08.21,?,4,6,17,20,22,35
2489,04.08.21,?,3,2,7,14,26,31
2490,05.08.21,?,2,4,14,30,36,44
2491,06.08.21,?,3,3,18,24,25,34
2492,07.08.21,?,3,2,6,12,13,15
2493,08.08.21,?,3,6,19,35,36,43
2494,09.08.21,?,1,1,9,11,13,25
2495,10.08.21,?,2,5,30,35,44,45
2496,11.08.21,?,1,1,7,14,22,40
2497,12.08.21,?,1,13,32,34,41,43
2498,13.08.21,?,3,3,9,11,14,21
2499,14.08.21,?,1,6,10,11,20,21
2500,15.08.21,?,3,2,9,26,27,40
2501,16.08.21,?,4,19,21,22,26,32
2502,17.08.21,?,1,2,6,10,41,42
2503,18.08.21,?,1,10,14,23,36,39
2504,19.08.21,?,2,5,9,21,33,42
2505,20.08.21,?,1,7,9,18,29,32
2506,21.08.21,?,1,1,2,8,14,24
2507,22.08.21,?,4,9,17,24,25,34
2508,23.08.21,?,2,5,20,21,29,42
2509,24.08.21,?,2,4,11,12,25,30
2510,25.08.21,?,4,1,4,11,28,36
2511,26.08.21,?,1,1,10,20,27,34
2512,27.08.21,?,1,20,28,31,41,44
2513,28.08.21,?,2,5,13,17,37,45
2514,29.08.21,?,2,8,18,25,26,40
2515,30.08.21,?,2,1,2,5,35,36
2516,31.08.21,?,2,6,14,16,17,35
2517,01.09.21,?,1,13,22,23,33,35
2518,02.09.21,?,2,6,18,27,30,36
2519,03.09.21,?,2,4,5,14,20,29
2520,04.09.21,?,1,4,5,9,31,34
2521,05.09.21,?,1,1,6,11,28,36
2522,06.09.21,?,1,1,8,30,40,42
2523,07.09.21,?,2,12,13,27,28,40
2524,08.09.21,?,1,5,10,19,30,31
2525,09.09.21,?,3,11,13,34,35,39
2526,10.09.21,?,1,9,11,20,25,27
2527,11.09.21,?,4,10,18,32,33,39
2528,12.09.21,?,3,6,11,14,33,37
2529,13.09.21,?,2,1,9,18,26,30
2530,14.09.21,?,3,18,23,25,41,44
2531,15.09.21,?,4,1,14,28,38,43
2532,16.09.21,?,2,6,17,29,33,37
2533,17.09.21,?,3,4,32,33,40,45
2534,18.09.21,?,1,24,27,38,41,42
2535,19.09.21,?,3,1,6,11,31,39
2536,20.09.21,?,3,3,13,16,24,45
2537,21.09.21,?,4,9,14,31,37,42
2538,22.09.21,?,3,8,24,27,35,38
2539,23.09.21,?,2,4,10,19,30,44
2540,24.09.21,?,2,2,7,10,12,33
2541,25.09.21,?,4,1,3,6,11,29
2542,26.09.21,?,4,2,17,36,37,44
2543,27.09.21,?,1,11,26,28,33,43
2544,28.09.21,?,4,4,5,15,17,30
2545,29.09.21,?,1,17,22,36,40,41
2546,30.09.21,?,2,12,18,38,44,45
2547,01.10.21,?,4,17,19,23,38,41
2548,02.10.21,?,1,16,19,33,36,43
2549,03.10.21,?,3,3,7,38,42,43
2550,04.10.21,?,1,11,12,23,36,44
2551,05.10.21,?,3,1,4,26,36,37
2552,06.10.21,?,2,3,8,15,25,27
2553,07.10.21,?,3,5,8,11,21,37
2554,08.10.21,?,1,5,20,23,25,31
2555,09.10.21,?,3,27,28,32,36,44
2556,10.10.21,?,1,11,13,23,31,38
2557,11.10.21,?,4,4,7,8,13,16
2558,12.10.21,?,2,7,18,19,25,35
2559,13.10.21,?,4,1,3,21,29,37
2560,14.10.21,?,4,3,15,23,27,44
2561,15.10.21,?,3,20,23,31,37,40
2562,16.10.21,?,4,12,32,36,39,43
2563,17.10.21,?,3,3,5,12,18,31
2564,18.10.21,?,1,25,26,27,29,40
2565,19.10.21,?,3,9,19,29,30,45
2566,20.10.21,?,1,10,14,18,30,45
2567,21.10.21,?,4,1,15,19,22,41
2568,22.10.21,?,2,6,8,23,28,33
2569,23.10.21,?,2,13,32,39,44,45
2570,24.10.21,?,3,23,25,28,32,41
2571,25.10.21,?,2,5,6,29,30,35
2572,26.10.21,?,1,10,26,29,35,43
2573,27.10.21,?,2,2,3,5,15,43
2574,28.10.21,?,1,3,19,21,34,35
2575,29.10.21,?,1,24,32,33,41,43
2576,30.10.21,?,2,4,5,7,24,31
2577,31.10.21,?,4,6,10,13,18,42
2578,01.11.21,?,3,13,21,27,31,36
2579,02.11.21,?,1,1,13,14,30,38
2580,03.11.21,?,1,13,22,25,28,42
2581,04.11.21,?,4,3,30,34,37,44
2582,05.11.21,?,1,3,9,20,37,43
2583,06.11.21,?,2,17,18,27,32,39
2584,07.11.21,?,2,16,17,35,40,45
2585,08.11.21,?,3,18,23,32,36,37
2586,09.11.21,?,4,1,2,25,27,37
2587,10.11.21,?,1,4,10,21,32,43
2588,11.11.21,?,2,3,8,11,26,45
2589,12.11.21,?,2,1,8,21,23,27
2590,13.11.21,?,4,3,30,34,40,43
2591,14.11.21,?,4,12,18,26,33,37
2592,15.11.21,?,3,6,20,30,31,35
2593,16.11.21,?,1,14,16,17,19,26
2594,17.11.21,?,4,1,23,24,28,39
2595,18.11.21,?,3,7,13,27,29,40
2596,19.11.21,?,4,3,15,23,35,44
2597,20.11.21,?,1,3,11,31,34,37
2598,21.11.21,?,2,2,30,38,43,45
2599,22.11.21,?,4,7,9,21,26,38
2600,23.11.21,?,1,15,21,22,23,29
2601,24.11.21,?,2,15,29,31,41,45
2602,25.11.21,?,2,29,31,36,41,42
2603,26.11.21,?,1,1,14,19,25,33
2604,27.11.21,?,1,7,19,26,27,42
2605,28.11.21,?,1,3,14,40,41,43
2606,29.11.21,?,3,4,8,24,25,42
2607,30.11.21,?,1,10,12,27,28,37
2608,01.12.21,?,2,12,26,27,34,37
2609,02.12.21,?,4,11,27,29,32,36
2610,03.12.21,?,1,4,14,16,19,36
2611,04.12.21,?,1,4,5,22,35,36
2612,05.12.21,?,1,10,25,31,34,36
2613,06.12.21,?,3,1,8,17,31,34
2614,07.12.21,?,2,16,17,21,38,44
2615,08.12.21,?,1,4,5,9,12,45
2616,09.12.21,?,2,4,6,20,30,41
2617,10.12.21,?,1,1,7,16,36,37
2618,11.12.21,?,4,3,4,6,18,22
2619,12.12.21,?,2,7,21,22,24,30
2620,13.12.21,?,2,11,21,23,30,32
2621,14.12.21,?,3,2,3,19,32,41
2622,15.12.21,?,1,10,11,23,25,44
2623,16.12.21,?,3,15,17,32,38,44
2624,17.12.21,?,3,27,29,38,39,45
2625,18.12.21,?,2,6,9,19,24,25
2626,19.12.21,?,4,3,16,17,29,31
2627,20.12.21,?,4,6,34,36,38,41
2628,21.12.21,?,2,5,11,14,17,32
2629,22.12.21,?,1,2,7,8,13,23
2630,23.12.21,?,1,4,6,10,36,38
2631,24.12.21,?,3,12,18,28,34,41
2632,25.12.21,?,1,6,9,13,37,43
2633,26.12.21,?,3,10,14,19,28,42
2634,27.12.21,?,4,9,17,27,41,42
2635,28.12.21,?,2,3,15,25,29,35
2636,29.12.21,?,3,5,20,21,25,44
2637,30.12.21,?,2,6,9,16,23,43
2638,31.12.21,?,4,1,7,8,11,23
2639,01.01.22,?,3,2,5,33,37,40
2640,02.01.22,?,2,3,7,26,32,45
2641,03.01.22,?,2,24,28,31,34,41
2642,04.01.22,?,2,10,28,30,37,42
2643,05.01.22,?,3,15,16,26,30,44
2644,06.01.22,?,1,18,19,29,37,39
2645,07.01.22,?,2,18,23,34,35,41
2646,08.01.22,?,3,18,27,31,35,39
2647,09.01.22,?,1,26,32,33,38,43
2648,10.01.22,?,1,5,9,31,36,43
2649,11.01.22,?,1,1,8,9,26,43
2650,12.01.22,?,2,1,5,8,17,45
2651,13.01.22,?,2,19,29,35,40,43
2652,14.01.22,?,3,7,25,36,43,45
2653,15.01.22,?,2,2,16,32,39,40
2654,16.01.22,?,3,23,30,32,42,44
2655,17.01.22,?,1,4,12,15,22,39
2656,18.01.22,?,1,13,21,24,31,39
2657,19.01.22,?,1,23,24,30,32,45
2658,20.01.22,?,3,14,17,30,32,41
2659,21.01.22,?,4,3,34,37,43,44
2660,22.01.22,?,2,5,26,33,36,45
2661,2022-01-23,?,3,19,20,24,33,40
2662,2022-01-24,?,3,11,12,34,36,37
